id,user_type,country,sector,energy_usage_kwh,transport_emissions_kg,diet_impact,carbon_offset_tons,renewable_energy_percentage,policy_incentives,emissions_tons,timestamp
7130,Business,Germany,Manufacturing,9563.211539,159.9617382,Medium,2.305318236,25,0,11.49118025,1668227998
7131,Individual,Brazil,Agriculture,260.4164209,58.56086557,Medium,8.607371133,100,0,47.58234501,1649092235
7132,Business,China,Transport,28435.24608,60.89184821,Low,2.757798256,0,0,38.33346224,1615458234
7133,Industry,USA,Transport,38993.44693,26.38508435,Low,1.25029462,50,1,74.78949145,1637878809
7134,Individual,India,Agriculture,42289.17292,141.7339137,Medium,9.591249759,0,0,75.67063924,1629491004
7135,Business,India,Agriculture,46959.75834,46.17150829,Medium,1.740506614,100,0,55.52847106,1618088522
7136,Business,UK,Manufacturing,31316.38237,184.8136257,High,4.272898658,25,0,6.520191348,1635493372
7137,Industry,India,Agriculture,32769.75063,87.24482206,Medium,4.398423609,0,0,79.74373255,1656526715
7138,Business,USA,Power,38331.73067,37.77585616,High,3.83107952,25,1,60.92812713,1658935255
7139,Individual,China,IT,35353.18364,105.2892028,Medium,4.258849399,25,0,10.64880781,1627172336
7140,Industry,UK,Transport,8492.602767,167.9196151,High,0.182964563,75,1,96.35032382,1609668207
7141,Industry,Brazil,Residential,47788.19818,185.0829185,Medium,5.272752919,0,1,58.29854222,1660286488
7142,Individual,China,Residential,23799.94446,153.8745426,Low,2.141420115,75,1,53.42000791,1622196954
7143,Individual,UK,Agriculture,20383.48623,66.10451543,High,2.582143272,0,1,79.66179061,1613763431
7144,Individual,India,Residential,15164.51916,129.6360205,Medium,5.05543842,100,0,82.42352645,1664400931
7145,Individual,India,Manufacturing,43187.49541,138.2370555,Medium,1.353023728,0,1,12.5801618,1668068544
7146,Individual,UK,IT,47780.28156,143.8652365,Medium,4.162268012,100,1,9.453354414,1634514031
7147,Individual,Brazil,Residential,45576.45927,173.934412,High,9.863788502,75,0,50.40625818,1641205453
7148,Individual,UK,Manufacturing,22465.29402,127.0791632,Low,2.508311388,100,1,66.87085472,1638334691
7149,Business,Germany,Power,40219.27293,23.85602615,Medium,7.075938792,25,0,95.75783272,1612477313
7150,Individual,India,Agriculture,9279.225279,190.9979428,Medium,2.508915579,0,1,19.32205621,1660468380
7151,Business,Germany,Power,20831.75863,151.0074856,Medium,5.26052695,25,1,21.7466033,1665940212
7152,Industry,UK,Transport,34750.71921,44.98661436,High,3.159324249,0,1,57.67362898,1626679862
7153,Industry,India,IT,19539.56885,133.629369,Medium,2.158250591,50,1,34.45255687,1611761440
7154,Industry,UK,Transport,27630.22252,95.14987883,Medium,3.74229506,50,1,77.20630897,1634292210
7155,Business,Germany,Residential,1181.184448,180.4375176,High,5.261925708,0,0,9.51383954,1633723167
7156,Individual,UK,Transport,35393.74211,25.76938021,Medium,7.465656963,0,0,71.08681299,1631392967
7157,Industry,China,Manufacturing,43034.04255,64.69297992,High,1.59233485,75,0,73.42500802,1652582374
7158,Business,Brazil,Manufacturing,49371.05267,46.65579442,Medium,3.469710331,50,0,12.93087973,1616607727
7159,Individual,Germany,Manufacturing,12393.96432,91.71188633,High,9.553660989,75,0,29.29188098,1631693688
7160,Business,Brazil,Power,8840.284059,149.9146575,Medium,1.032593192,25,1,47.24789145,1664738058
7161,Business,USA,Power,2184.813157,130.0135098,Low,4.205937761,50,1,97.52639545,1670206285
7162,Industry,Brazil,Residential,11634.9116,152.890811,High,9.891429669,100,1,88.33105546,1626314208
7163,Individual,China,Manufacturing,26384.15503,159.0410614,Medium,5.565058634,75,0,34.6507735,1622422277
7164,Business,China,Transport,38716.034,61.09077978,Low,2.941826624,100,0,21.8577467,1646016635
7165,Individual,Brazil,Agriculture,30021.24167,12.33190167,High,4.26289633,50,1,60.55846964,1625129722
7166,Business,China,IT,4306.092997,21.39724973,High,1.833936752,75,0,29.39896373,1613001058
7167,Business,Germany,Transport,14510.51274,87.88296935,High,4.23699332,100,1,17.88049353,1620983003
7168,Industry,Germany,Agriculture,992.484166,76.00737063,Medium,4.221754047,0,0,72.94136963,1642698494
7169,Individual,Germany,Power,34179.77075,156.0046388,Low,8.172589718,100,0,52.37537162,1638743387
7170,Individual,Germany,IT,3896.778795,1.809890318,Medium,8.143184758,75,0,62.06721221,1616634935
7171,Individual,Germany,IT,43384.90925,84.68236535,Low,5.499287111,75,0,89.7174785,1623434718
7172,Individual,India,Transport,15593.4223,107.69459,Medium,7.507826972,25,0,43.2994303,1654525055
7173,Business,China,Transport,42483.19157,73.09483034,Medium,6.698088268,25,1,96.77431478,1660964421
7174,Individual,India,Power,13719.98178,17.37211941,Low,7.843690186,50,0,6.7852062,1645851963
7175,Industry,Germany,IT,7548.654389,136.5129209,High,5.648520368,50,1,57.15387204,1649592538
7176,Business,India,Transport,42850.88448,109.9616952,Medium,4.247872085,100,0,93.20938666,1655396898
7177,Individual,Germany,Manufacturing,32999.26759,136.2643445,Medium,4.47864921,25,0,36.82027357,1629065836
7178,Individual,India,Manufacturing,47087.85219,147.9590894,Medium,3.707382383,100,0,96.98357189,1653472193
7179,Industry,USA,Transport,13440.55019,24.53464932,High,2.20930358,100,1,44.35306834,1631690508
7180,Industry,India,Manufacturing,43059.31697,12.94611507,Low,3.987011565,75,0,45.39090025,1619269523
7181,Individual,UK,IT,48111.016,91.27043218,High,3.651825456,25,0,13.53875514,1616178482
7182,Individual,Germany,Power,23156.62567,139.8269053,Medium,6.2841547,100,0,32.18287166,1613514226
7183,Business,Germany,Transport,21685.01428,81.72779156,Low,0.559648466,0,0,57.50287081,1644277161
7184,Industry,UK,Manufacturing,39593.66372,28.60959129,High,4.347783794,100,0,14.32990099,1623763398
7185,Business,Brazil,Agriculture,34007.6942,48.82581987,Medium,7.53933277,0,1,63.49119225,1659185719
7186,Business,USA,Transport,20821.13353,122.4585118,Low,3.318360471,50,0,89.95507972,1623897682
7187,Business,Brazil,Power,1093.830268,16.44954987,Medium,2.401218074,50,0,20.35465896,1635306124
7188,Industry,Brazil,IT,36194.95948,163.2742025,Low,5.077284879,0,1,62.03117887,1654860290
7189,Individual,USA,Power,43624.18633,173.1013038,Medium,5.585115851,25,1,78.49785457,1654098623
7190,Industry,UK,IT,18238.9199,2.689448913,Medium,5.794646563,25,0,11.39639655,1650216133
7191,Individual,India,Manufacturing,31755.87882,37.18918898,Medium,9.496317548,75,0,80.18676618,1671467995
7192,Industry,USA,Manufacturing,49779.66846,139.8032457,Low,2.106887121,0,1,82.91726754,1641819960
7193,Business,Germany,IT,19539.73489,38.66721812,High,3.616981779,50,0,46.53937469,1648644420
7194,Individual,USA,Agriculture,4750.989428,121.9880672,Low,3.842625945,100,1,58.7170536,1628466256
7195,Business,India,Transport,30005.88719,58.74343849,Medium,4.027553884,0,1,21.07330615,1667453543
7196,Business,India,Transport,12085.36494,134.9320695,Medium,1.992242945,100,1,85.52894996,1669423265
7197,Business,Brazil,Power,36464.36149,25.52702649,Medium,9.821193205,75,0,58.09325744,1610536675
7198,Business,UK,IT,23901.92498,123.5459682,Low,3.446802343,25,1,34.09231432,1659357133
7199,Individual,UK,Manufacturing,13249.67603,110.8662058,Medium,0.344350331,50,1,86.386256,1641500894
7200,Industry,USA,Agriculture,34060.48084,31.27735228,High,9.930720212,0,0,42.14731156,1634820285
7201,Individual,Germany,IT,19914.85283,197.6132331,Low,4.299116408,50,0,8.814009012,1669109525
7202,Industry,Germany,Agriculture,9996.116028,10.65995143,Medium,2.229603439,50,0,57.47772737,1652264334
7203,Industry,Germany,Transport,29557.54652,74.46785112,Medium,8.884973058,50,0,4.915479407,1636378870
7204,Business,UK,Manufacturing,47637.48129,33.23557066,Low,3.188151298,75,0,84.24217532,1632557537
7205,Business,Germany,IT,2863.81756,33.5341495,Low,4.611621746,100,1,60.3505581,1666105472
7206,Business,India,Residential,13278.50448,108.9356192,Medium,7.582052393,0,0,66.39720795,1649116660
7207,Business,USA,Manufacturing,46720.21577,43.62194636,Low,6.09395641,75,1,61.25609522,1661004732
7208,Business,Brazil,Agriculture,25537.97711,156.7307759,Medium,0.708925111,0,0,94.56947966,1660495950
7209,Individual,China,Transport,49225.61209,116.8427412,Low,1.599874877,0,0,89.44370126,1619432777
7210,Individual,USA,Residential,23315.88927,6.217119146,Low,0.745677443,100,0,38.61440162,1670034013
7211,Industry,Brazil,IT,35272.00422,179.2160372,Medium,5.982169501,25,0,21.34942191,1647603084
7212,Individual,Brazil,Residential,49199.83236,3.386012166,High,3.370942721,50,1,59.41295813,1660613056
7213,Individual,Germany,Power,37464.63979,143.3515398,Low,2.165771699,25,1,21.51902611,1614920984
7214,Individual,China,Manufacturing,3633.220176,52.86637302,Medium,5.272993921,25,0,9.740503809,1623182331
7215,Business,Brazil,Power,7677.41336,125.0209346,High,5.242981494,25,1,9.187666068,1631310658
7216,Industry,Germany,Transport,8884.552072,65.17215975,Medium,8.909842338,100,0,87.28529409,1664660945
7217,Individual,India,IT,12011.59109,115.853382,Medium,2.062595345,50,0,15.66553758,1648735891
7218,Individual,Brazil,Power,39548.69868,152.3010529,Medium,5.702127678,75,1,81.75558016,1611126004
7219,Industry,UK,IT,35197.54543,152.6679389,Low,8.170409734,0,0,99.47173415,1669183122
7220,Individual,India,IT,27365.63611,40.6186345,High,2.147591155,50,1,0.719753304,1630444615
7221,Business,Germany,Transport,21720.55758,11.40948256,Medium,0.32502296,100,1,0.723624272,1671273092
7222,Industry,China,Power,5978.250824,98.40663338,Medium,7.351889704,100,0,33.53710254,1656441613
7223,Individual,UK,Manufacturing,11229.63269,105.4853854,Low,3.440280285,75,0,41.87032455,1638870889
7224,Individual,Germany,IT,28137.06836,5.44769142,Low,1.088649527,25,0,58.6770287,1612120262
7225,Business,Brazil,Transport,7377.110115,174.7921466,High,3.23193172,75,0,50.39038044,1628684587
7226,Business,UK,Power,13857.47497,84.31547959,High,7.872267109,75,0,69.40141176,1613666841
7227,Industry,Germany,Manufacturing,41699.79452,61.40049111,High,0.255135153,75,0,83.05752295,1627255209
7228,Business,China,Power,43611.97989,10.93523642,Low,4.601005556,25,1,77.60467928,1635426230
7229,Business,China,Manufacturing,22494.57747,197.6595237,Low,7.412434495,75,0,34.92798192,1619676552
7230,Individual,China,Manufacturing,5935.163738,123.7413448,Medium,4.643175304,0,1,96.75707609,1659468934
7231,Individual,UK,Power,25335.52293,81.3286693,Low,8.668709144,75,0,54.295541,1647199555
7232,Individual,Germany,Transport,32697.50558,60.33561563,Medium,8.145777095,100,0,62.41108513,1615639656
7233,Individual,Germany,Manufacturing,27461.71422,21.69716254,Medium,0.344029524,0,0,14.10241607,1653591251
7234,Individual,USA,Transport,14060.95518,85.85507469,High,2.720974369,50,0,20.65475818,1626136465
7235,Individual,China,IT,31620.31228,109.024988,Low,6.705002439,75,0,55.87588452,1646736608
7236,Business,UK,Residential,45518.8335,85.60871007,Low,8.080959985,25,0,35.09806599,1647103963
7237,Individual,China,Residential,49466.40497,46.2198202,Medium,8.059933728,100,0,52.34765926,1625395457
7238,Individual,Brazil,Manufacturing,21078.24426,166.6097006,Medium,5.225132818,50,0,58.8872198,1609818922
7239,Business,India,Residential,9261.725919,158.6802795,High,3.017060819,50,0,83.5701894,1646480008
7240,Business,India,IT,8573.915777,142.5940112,Low,2.082509389,50,0,12.69270011,1635567431
7241,Individual,India,Transport,27833.65038,172.5657769,Low,9.821642359,50,1,68.2009639,1650025079
7242,Business,UK,Agriculture,37705.52587,22.92540288,Low,4.779831425,50,0,66.87685318,1670419163
7243,Industry,Brazil,Agriculture,2245.522893,93.11860203,Medium,9.814500767,100,0,32.50268535,1655629675
7244,Individual,UK,Residential,11684.38976,101.9744031,Medium,1.21787835,75,1,94.97404763,1627944081
7245,Business,Brazil,Power,28424.81736,162.5124177,Medium,2.579401951,75,1,71.38370694,1648909114
7246,Individual,India,Residential,40136.60515,35.93178611,Medium,3.103662557,50,1,42.20214011,1609916393
7247,Business,China,Residential,2226.795806,96.26834876,Medium,9.113088394,100,0,63.13448105,1632664758
7248,Industry,China,IT,18945.53012,81.40305955,Medium,8.924742542,0,0,64.27228614,1643294665
7249,Business,India,IT,44048.93247,135.6904684,High,3.551325926,25,1,63.62738203,1623667855
7250,Business,USA,Power,10192.45276,23.9341662,High,6.890071163,25,1,4.687870643,1611126797
7251,Individual,Brazil,Power,176.6029384,20.44451279,Medium,5.042279074,25,0,70.57541204,1617539684
7252,Individual,India,Power,45815.82471,166.3878885,Medium,9.581254049,0,0,26.72416063,1655209799
7253,Individual,Brazil,Residential,15166.33734,48.47451813,Medium,9.55210541,75,0,37.25626907,1644813969
7254,Individual,UK,Transport,45089.58313,30.85267819,Low,1.72724002,100,1,26.80013455,1642866242
7255,Individual,Brazil,Transport,8890.998917,96.87702589,Low,7.4651155,75,0,90.11963421,1663609979
7256,Individual,India,Manufacturing,13930.44069,147.7668366,Low,3.907399044,25,1,61.62433402,1645430573
7257,Business,Germany,Agriculture,30138.47537,111.2870098,Low,5.871783032,0,1,86.85310538,1631157809
7258,Business,USA,IT,1575.541006,185.1651552,High,7.16594131,50,0,27.88928947,1645259612
7259,Individual,USA,IT,41085.49418,58.98423795,Low,0.676356697,50,1,46.45982588,1614969042
7260,Industry,USA,IT,9652.168769,187.6392318,Medium,2.281989612,25,1,45.0560947,1637737308
7261,Industry,UK,Agriculture,22028.11344,108.1752807,High,9.697912837,50,0,51.81479627,1617725718
7262,Individual,Brazil,Agriculture,31363.86727,148.4194368,High,2.135060792,50,1,11.39463423,1647823660
7263,Individual,USA,Manufacturing,46928.55549,45.2107209,Low,9.607117354,0,0,4.648275546,1667683722
7264,Industry,Brazil,Manufacturing,28184.11567,28.79061772,Low,3.435916515,100,1,47.18569185,1627145040
7265,Business,USA,IT,47020.87338,161.8784617,Low,8.946712991,50,0,58.8821636,1633676983
7266,Business,Brazil,Agriculture,7168.081319,184.9780592,Low,8.185133992,100,0,78.85427512,1633075283
7267,Industry,Germany,Residential,45832.20932,121.5333753,Low,8.450846694,50,0,69.76957774,1670496437
7268,Business,USA,Manufacturing,42319.61784,10.80050942,Medium,4.923755244,25,0,82.53691357,1616350669
7269,Business,Brazil,Manufacturing,22823.90799,118.1998293,Low,0.061370163,100,1,56.67487455,1620882645
7270,Individual,Germany,Transport,12110.63946,22.20422414,Low,5.755548446,75,1,20.88206698,1642848151
7271,Industry,Germany,Transport,27188.72781,121.5330662,High,4.305357653,75,1,82.45927316,1619225897
7272,Individual,China,Power,20165.57904,147.9027303,Low,5.378789869,50,1,16.55135653,1657310252
7273,Industry,China,IT,3085.292364,196.1827082,High,2.561653093,100,1,67.00720603,1656021326
7274,Industry,China,IT,22032.49809,49.79568405,Low,0.664469275,0,1,76.98491096,1665385100
7275,Individual,UK,Transport,8840.731625,158.5463538,Medium,7.010953669,50,0,3.605670373,1636876594
7276,Industry,UK,Transport,33059.31916,101.9844975,Medium,5.988012168,100,1,28.2119869,1659158490
7277,Business,China,Manufacturing,37615.44764,172.762882,High,5.463588321,25,1,60.25610711,1650672744
7278,Industry,USA,Agriculture,29913.00019,153.4113086,Low,7.971149754,0,1,72.77950311,1641852113
7279,Individual,India,Agriculture,16133.33955,65.3449179,Low,4.23872615,50,0,3.204618487,1616270332
7280,Industry,India,Transport,7417.290658,110.5693662,High,9.402851226,25,1,59.63764149,1641305896
7281,Individual,Brazil,IT,3620.72208,171.0307582,Medium,1.759334342,100,1,18.44148799,1647832969
7282,Individual,Brazil,Power,47914.85406,117.2627578,Low,4.943512683,25,0,92.06564738,1653651399
7283,Individual,Germany,Power,39674.52689,129.6936069,High,4.092485658,25,0,6.837375192,1645310562
7284,Business,USA,IT,24913.02531,110.0724399,Low,5.091543257,75,1,49.32403859,1614073874
7285,Industry,USA,Transport,9740.656565,116.1634073,Low,0.787113856,0,0,11.34557934,1610824885
7286,Industry,Brazil,Residential,32502.06476,187.1338863,Low,2.293138664,0,0,99.77999588,1664333890
7287,Individual,Brazil,Power,3669.863562,71.17602667,Low,8.321447951,75,1,6.585908708,1637734118
7288,Individual,UK,Residential,40730.15563,18.27944192,High,6.577058097,0,0,27.98828247,1662027571
7289,Individual,India,Residential,41422.30457,178.5548882,Medium,0.27986103,100,1,62.92087881,1639948213
7290,Industry,USA,Agriculture,24307.22097,170.0708285,Low,7.914493886,50,0,45.87516326,1639183182
7291,Individual,China,Agriculture,42579.85563,142.3804456,Medium,3.242901623,0,1,2.292239965,1630982790
7292,Business,Brazil,Manufacturing,25395.90341,45.29207099,Medium,3.648152602,75,1,25.00873025,1643751999
7293,Individual,India,Manufacturing,19435.55001,35.98010488,Low,4.113896544,25,0,46.65937458,1611085553
7294,Business,USA,IT,42486.77912,91.9254116,Medium,5.700791184,75,1,97.98423121,1670244891
7295,Business,USA,IT,25906.18119,71.17737564,High,2.728482367,50,1,91.27966428,1671737702
7296,Business,UK,Power,11956.03577,91.75785258,Medium,1.216625777,25,1,75.35334298,1652958704
7297,Individual,UK,Transport,40422.07216,176.7652336,Low,7.584738538,25,1,66.8800557,1650368220
7298,Individual,USA,Power,3426.821728,19.43562681,Low,9.384117136,0,0,31.73372462,1621136552
7299,Individual,Brazil,Manufacturing,12942.98873,179.3285119,Low,9.294854431,75,1,34.98966905,1616174154
7300,Industry,USA,IT,44953.70309,147.8958176,High,9.233091038,25,1,58.86201759,1651151175
7301,Business,UK,Transport,13143.11576,56.45758465,Low,1.690763226,75,0,11.53112715,1665056964
7302,Industry,USA,Transport,18289.27588,173.9684101,High,4.14299513,25,0,52.35266382,1626707786
7303,Individual,India,Transport,33249.55291,113.5671909,Low,3.193681643,25,0,80.69056148,1635660185
7304,Industry,Brazil,Agriculture,27327.79908,177.7635043,High,6.084026086,50,1,42.30717605,1613116416
7305,Industry,Brazil,IT,32538.03908,106.5844812,Low,4.196637149,50,1,51.5260219,1629887971
7306,Business,USA,Residential,38034.7288,196.0198161,Low,0.960434827,0,0,25.92614784,1621691509
7307,Industry,Germany,IT,1882.675671,85.36075686,Medium,1.618390707,100,0,24.51009186,1622287457
7308,Individual,Brazil,Agriculture,14364.28007,62.78984262,Low,8.905241012,50,0,22.15855144,1652649111
7309,Business,India,IT,19564.20494,109.7103065,High,3.15553259,25,1,18.69893827,1663392236
7310,Industry,Germany,Power,33964.89567,16.50370262,Medium,7.45224974,0,0,67.14211609,1647483346
7311,Individual,India,Residential,10194.25196,174.8368906,Low,2.394904735,75,0,0.508633231,1637591723
7312,Industry,USA,Power,40580.93847,103.9966304,Low,6.853251795,100,0,24.45840246,1655476091
7313,Individual,UK,Agriculture,29936.95601,11.97379251,Low,8.002011867,75,0,35.91595555,1648395990
7314,Individual,Germany,Manufacturing,48218.70703,134.5908103,Medium,5.926939932,50,1,36.33773496,1660358020
7315,Individual,India,Power,1648.948183,51.48165908,Medium,2.118657371,25,1,59.93272863,1656059650
7316,Individual,Germany,Agriculture,2835.048396,152.3853299,High,3.498118759,0,0,48.2070328,1634925751
7317,Individual,USA,Transport,23817.33065,123.2670754,Low,5.797119988,25,1,69.96889713,1640116313
7318,Business,India,Manufacturing,2494.634383,67.35960829,Medium,4.910338601,25,1,12.49790083,1629602602
7319,Business,China,Power,21654.57549,19.68819655,Low,4.285730811,25,1,24.59877924,1619600313
7320,Individual,Brazil,Manufacturing,23344.87315,61.93263893,Medium,9.194776087,25,1,72.80415149,1657363121
7321,Business,India,Residential,28888.31701,78.22215585,Low,0.2075697,25,0,94.83507549,1620059351
7322,Business,China,Transport,10166.88523,139.3299405,Medium,0.549007898,50,0,37.39016593,1646238337
7323,Individual,Germany,Residential,27399.95955,159.0103107,Low,0.6651712,25,1,79.02983187,1640993037
7324,Business,Brazil,IT,27605.42459,101.1165183,Medium,8.011880658,75,1,93.32126061,1610284761
7325,Individual,UK,IT,9104.908354,35.94609299,Low,4.528002272,0,1,96.35680249,1664328489
7326,Industry,China,Transport,177.3857894,39.11541637,Medium,3.042721098,50,0,49.20493214,1635242284
7327,Individual,China,Manufacturing,29488.04274,13.81206493,Low,2.716668841,100,1,14.122657,1609933328
7328,Individual,Brazil,Manufacturing,42875.86693,76.03013498,Low,3.560475447,75,0,91.60841806,1671952967
7329,Individual,Germany,Manufacturing,41249.78725,100.7225141,Medium,1.317358368,0,1,46.60533711,1663774162
7330,Industry,Brazil,Power,9189.436379,18.24821807,Low,8.394133338,25,0,27.77893533,1667648736
7331,Individual,India,IT,16032.82812,187.6583612,Low,0.122075506,50,0,28.9845706,1662524557
7332,Individual,Germany,Residential,16368.92182,164.1003571,Medium,9.286804749,75,0,84.70292006,1630801986
7333,Individual,Germany,Agriculture,16160.75133,131.7190989,Medium,8.257824126,0,0,54.82924091,1615624080
7334,Individual,Brazil,IT,4746.145841,38.54674533,High,2.885905696,0,0,23.290419,1614637017
7335,Individual,Germany,Manufacturing,31862.7118,62.41675106,Medium,7.171675903,25,1,68.31929224,1670081307
7336,Business,China,Residential,21139.11876,81.82069695,Low,0.239213903,50,1,88.67925741,1617593046
7337,Industry,UK,IT,46583.01461,21.27246059,High,7.121516389,50,0,51.27243667,1662911592
7338,Business,UK,Agriculture,46160.31932,105.9888285,Medium,0.631866463,25,0,36.86662038,1631994004
7339,Business,India,IT,282.8197558,194.2214651,Medium,7.004624229,50,1,87.81688258,1646892518
7340,Business,China,Transport,42427.33094,109.5755017,Medium,3.881829329,0,1,88.1188202,1616399702
7341,Individual,China,Transport,36646.13883,121.0841247,Low,0.47221073,50,0,72.31585885,1635738265
7342,Individual,Germany,Agriculture,45820.31398,69.22929638,Medium,0.679900465,25,0,20.32815426,1623105925
7343,Industry,USA,Agriculture,45783.43599,192.7389899,Medium,7.173176877,75,0,12.32065612,1627709791
7344,Business,Brazil,Power,18691.1069,29.19536213,Low,0.839139485,75,1,69.31619662,1624094999
7345,Business,India,Agriculture,10359.92705,3.49625053,Medium,9.220964985,75,0,92.97521262,1646971974
7346,Individual,USA,Power,22462.15521,100.6222614,Medium,3.727767292,25,0,31.23554845,1663489271
7347,Individual,India,Agriculture,12992.43822,77.19997228,Low,6.774383042,75,1,68.37773953,1642072479
7348,Individual,India,Power,6044.261429,57.40836488,Low,5.374032124,50,1,62.20284449,1611241873
7349,Business,Brazil,Transport,45280.74649,20.92271534,Medium,1.983856593,75,1,40.84148962,1622296874
7350,Business,UK,Residential,2518.737127,30.25034159,Low,3.85485956,0,0,75.29284532,1628020599
7351,Individual,UK,Manufacturing,30125.65663,12.48910881,Low,0.304931467,0,0,84.46026205,1655734551
7352,Industry,USA,Residential,13059.01066,180.8299843,Medium,6.291102736,50,0,39.71415619,1634814229
7353,Industry,India,Manufacturing,6687.202709,2.589938646,Medium,1.1703358,50,1,39.16913854,1611375723
7354,Individual,UK,IT,44051.50817,127.3328321,Low,8.824812996,25,1,37.50599389,1647414325
7355,Individual,Germany,Residential,27840.06359,82.3334472,Low,4.854805432,50,1,45.59345569,1649620936
7356,Industry,Germany,Agriculture,41532.55845,91.0239333,Medium,7.707453282,100,0,69.14173774,1666418059
7357,Business,UK,IT,9414.772016,36.35544732,Medium,5.785613866,50,1,44.69892538,1614349726
7358,Individual,China,Transport,21482.01023,17.67271102,Medium,4.028919652,75,0,56.51351175,1609706335
7359,Industry,USA,IT,19894.8179,124.0123563,Low,2.00508113,50,1,84.78953188,1637707089
7360,Individual,China,Agriculture,23739.10779,91.14725824,Low,4.312433239,50,1,9.776063589,1633596391
7361,Industry,Brazil,Power,894.6617736,193.1853042,High,8.345670221,50,0,17.86757135,1643089688
7362,Individual,India,IT,38084.03162,35.64011928,Low,8.500620713,75,1,32.16853651,1611908308
7363,Individual,UK,Transport,1663.550719,136.363617,High,6.948683621,100,0,30.26369924,1630152638
7364,Business,USA,IT,45493.36719,73.66088596,High,8.420182116,25,1,78.40943108,1661565512
7365,Business,China,IT,36268.58062,60.08439165,Low,2.892501926,75,1,3.548833152,1640823155
7366,Industry,Germany,Agriculture,20946.58542,66.50674166,Low,3.297223929,50,0,52.28277638,1644343991
7367,Industry,UK,Agriculture,47418.50317,89.34046821,Low,4.102934437,75,1,37.84911135,1634343180
7368,Individual,China,IT,2930.899331,157.0355608,Medium,6.430858306,50,0,76.33151119,1646157637
7369,Individual,USA,Residential,39083.35983,80.6167813,Low,1.491253384,50,0,14.58477133,1637773348
7370,Industry,UK,Transport,43407.01316,108.9536517,Medium,3.933325631,100,0,53.09418831,1612189876
7371,Industry,USA,Residential,46989.06594,166.5127165,High,1.831224741,0,1,74.98022452,1634025151
7372,Business,China,Residential,16456.51305,173.5988848,Medium,0.846572833,75,0,14.57548573,1668525372
7373,Industry,USA,Transport,24325.11776,153.7817067,Medium,9.61902545,75,1,25.94922576,1654660557
7374,Industry,UK,Agriculture,28701.57386,194.1720887,Low,2.529977143,100,0,13.20455851,1621647530
7375,Industry,China,Power,41104.01667,91.1307734,Medium,3.045764055,100,1,47.81973934,1654473151
7376,Individual,USA,IT,11979.00843,55.63565235,High,1.879101259,100,1,52.09427545,1618211100
7377,Business,China,Agriculture,17086.05251,91.59582809,Low,5.936907661,50,0,33.1013565,1665196059
7378,Business,Germany,Agriculture,49207.80225,124.2094527,High,3.604856692,0,0,99.60183763,1667865445
7379,Industry,Germany,Transport,29416.25294,104.9053664,Low,6.994670499,0,0,52.05064525,1625663387
7380,Individual,Brazil,Residential,27202.90595,32.18815123,Low,3.664645895,0,0,16.82687299,1612045640
7381,Individual,USA,Manufacturing,14418.35109,132.4180955,Low,8.254197674,25,0,45.52757363,1652790136
7382,Individual,Germany,IT,25108.85986,6.250463832,Medium,5.480073315,50,1,8.239653617,1610686634
7383,Industry,China,Transport,33861.26842,4.783341561,Low,9.572998224,0,1,4.751744763,1645511075
7384,Business,India,Transport,46646.25197,33.97864145,Medium,4.414241603,0,0,51.30068806,1655780339
7385,Business,Germany,Transport,40252.83978,157.4059779,High,8.433108202,50,1,31.93085001,1668468725
7386,Business,USA,IT,930.814644,152.8459441,High,1.061260521,25,0,15.05404294,1644569236
7387,Industry,UK,Manufacturing,434.2988565,73.42214365,High,9.951403079,100,1,21.08361837,1651411544
7388,Individual,USA,Agriculture,27293.79848,30.70854077,High,5.527915856,100,0,2.84735985,1638849573
7389,Individual,India,Manufacturing,44560.97877,55.21592445,High,7.231825963,25,1,5.64183018,1612211103
7390,Individual,UK,IT,20520.8271,21.31579611,Medium,3.947844772,0,1,88.68141355,1651876407
7391,Business,UK,Manufacturing,41251.91918,173.6481916,Medium,1.008267542,100,1,78.13562813,1627180746
7392,Business,Germany,Transport,17580.77145,72.92170017,Low,5.217109659,0,0,37.27096219,1663283405
7393,Industry,USA,Residential,1643.143237,93.59227372,Medium,2.173650849,100,1,85.32749119,1612600468
7394,Industry,India,Agriculture,24994.11775,33.23281377,Medium,7.637259612,50,1,63.97302296,1629310620
7395,Individual,China,Transport,46011.43947,191.0106082,Low,8.736428341,25,0,98.15022917,1641489186
7396,Industry,Germany,Agriculture,16302.59177,181.0051294,High,8.035776264,100,0,27.59987665,1655803128
7397,Individual,Brazil,Residential,34484.71404,28.64792074,Low,3.140572688,50,1,69.91483862,1617311599
7398,Business,USA,Manufacturing,10911.62854,159.2944207,Low,9.855098961,50,1,80.18407157,1627135015
7399,Individual,Brazil,Transport,9873.323911,3.210175592,Medium,6.092858559,75,1,47.06133925,1640912103
7400,Individual,Brazil,Agriculture,11522.31982,97.40284028,High,0.714583983,0,1,49.858615,1637463784
7401,Individual,China,Transport,3823.87271,178.3109799,Medium,5.034397949,100,0,82.7099521,1649928693
7402,Individual,India,Manufacturing,32568.72894,150.9280271,Low,2.552226211,25,0,18.21491192,1646754129
7403,Industry,USA,Transport,4554.701841,129.7511755,High,9.814876364,50,0,22.77699657,1659264214
7404,Business,Brazil,Power,19862.52598,92.22738573,Medium,7.471459315,25,0,37.19510982,1661545460
